Word,Frequency
וַיִּקַּ֔ח,1
וַיָּבֵ֖א,2
לְאִמּ֑וֹ,1
וַתַּ֤עַשׂ,1
אִמּוֹ֙,1
מַטְעַמִּ֔ים,2
אָהֵ֥ב,1
וַתִּקַּ֣ח,2
רִ֠בְקָה,1
בִּגְדֵ֨י,2
בְּנָ֤הּ,1
הַחֲמֻדֹ֔ת,1
אִתָּ֖הּ,1
בַּבָּ֑יִת,4
וַתַּלְבֵּ֥שׁ,1
בְּנָ֥הּ,1
וְאֵ֗ת,4
עֹרֹת֙,1
גְּדָיֵ֣י,1
הָֽעִזִּ֔ים,1
הִלְבִּ֖ישָׁה,1
יָדָ֑יו,2
חֶלְקַ֥ת,2
צַוָּארָֽיו,2
הַמַּטְעַמִּ֛ים,1
הַלֶּ֖חֶם,4
עָשָׂ֑תָה,1
בְּיַ֖ד,1
בְּנָֽהּ,1
הִנֶּ֔נִּי,1
בְּנִֽי,4
יַעֲקֹ֜ב,11
אָבִ֗יו,5
בְּכֹרֶ֔ךָ,1
עָשִׂ֕יתִי,2
דִּבַּ֖רְתָּ,5
קֽוּם,1
שְׁבָ֗ה,1
וְאׇכְלָה֙,1
מִצֵּידִ֔י,1
תְּבָרֲכַ֥נִּי,2
נַפְשֶֽׁךָ,9
זֶּ֛ה,2
מִהַ֥רְתָּ,1
לִמְצֹ֖א,1
הִקְרָ֛ה,1
אֱלֹהֶ֖יךָ,56
לְפָנָֽי,2
גְּשָׁה,2
נָּ֥א,3
וַאֲמֻֽשְׁךָ֖,1
הַֽאַתָּ֥ה,1
זֶ֛ה,18
בְּנִ֥י,2
וַיִּגַּ֧שׁ,1
יַעֲקֹ֛ב,6
וַיְמֻשֵּׁ֑הוּ,1
הַקֹּל֙,1
וְהַיָּדַ֖יִם,1
יְדֵ֥י,2
הִכִּיר֔וֹ,1
יָדָ֗יו,2
כִּידֵ֛י,1
שְׂעִרֹ֑ת,1
וַֽיְבָרְכֵֽהוּ,1
זֶ֖ה,11
בְּנִ֣י,3
עֵשָׂ֑ו,5
אָֽנִי,5
הַגִּ֤שָׁה,1
וְאֹֽכְלָה֙,1
מִצֵּ֣יד,2
לְמַ֥עַן,5
תְּבָֽרֶכְךָ֖,1
וַיַּגֶּשׁ,1
וַיֹּאכַ֔ל,1
וַיָּ֧בֵא,1
ל֦וֹ,1
וַיֵּֽשְׁתְּ,1
וּשְׁקָה,1
וַיִּגַּשׁ֙,1
וַיִּשַּׁק,4
וַיָּ֛רַח,1
רֵ֥יחַ,7
בְּגָדָ֖יו,7
וַֽיְבָרֲכֵ֑הוּ,1
רְאֵה֙,2
כְּרֵ֣יחַ,1
שָׂדֶ֔ה,1
בֵּרֲכ֖וֹ,2
וְיִֽתֶּן,2
הָאֱלֹהִ֔ים,3
מִטַּל֙,1
וּמִשְׁמַנֵּ֖י,1
וְרֹ֥ב,1
דָּגָ֖ן,1
וְתִירֹֽשׁ,1
יַֽעַבְד֣וּךָ,1
עַמִּ֗ים,1
וְיִֽשְׁתַּחֲו֤וּ,1
הֱוֵ֤ה,1
גְבִיר֙,1
לְאַחֶ֔יךָ,1
וְיִשְׁתַּחֲוּ֥וּ,1
אִמֶּ֑ךָ,3
אֹרְרֶ֣יךָ,1
אָר֔וּר,1
וּֽמְבָרֲכֶ֖יךָ,1
בָּרֽוּךְ,1
יִצְחָק֮,2
לְבָרֵ֣ךְ,2
יַעֲקֹב֒,4
יָצֹ֤א,1
יָצָא֙,1
וְעֵשָׂ֣ו,1
מִצֵּידֽוֹ,1
לְאָבִ֑יו,1
לְאָבִ֗יו,1
יָקֻ֤ם,1
וְיֹאכַל֙,2
מִי,8
אֲנִ֛י,5
בְכֹֽרְךָ֖,1
וַיֶּחֱרַ֨ד,1
חֲרָדָה֮,1
גְּדֹלָ֣ה,1
מְאֹד֒,1
אֵפ֡וֹא,1
הַצָּֽד,1
צַיִד֩,1
וַיָּ֨בֵא,1
וָאֹכַ֥ל,1
תָּב֖וֹא,2
וָאֲבָרֲכֵ֑הוּ,1
בָּר֖וּךְ,2
יִהְיֶֽה,17
כִּשְׁמֹ֤עַ,1
דִּבְרֵ֣י,6
וַיִּצְעַ֣ק,3
צְעָקָ֔ה,1
גְּדֹלָ֥ה,1
וּמָרָ֖ה,1
לְאָבִ֔יו,1
בָּרֲכֵ֥נִי,2
אָ֖נִי,2
בְּמִרְמָ֑ה,1
בִּרְכָתֶֽךָ,1
הֲכִי֩,1
קָרָ֨א,1
שְׁמ֜וֹ,1
וַֽיַּעְקְבֵ֨נִי֙,1
פַעֲמַ֔יִם,1
בְּכֹרָתִ֣י,1
לָקָ֔ח,1
לָקַ֣ח,4
בִּרְכָתִ֑י,1
הֲלֹא,4
אָצַ֥לְתָּ,1
גְּבִ֞יר,1
שַׂמְתִּ֥יו,1
אֶחָ֗יו,2
לַעֲבָדִ֔ים,1
וְדָגָ֥ן,1
וְתִירֹ֖שׁ,1
סְמַכְתִּ֑יו,1
וּלְכָ֣ה,1
אֵפ֔וֹא,1
מָ֥ה,5
אֶֽעֱשֶׂ֖ה,3
הַֽבְרָכָ֨ה,1
אַחַ֤ת,3
וַיִּשָּׂ֥א,11
קֹל֖וֹ,4
וַיֵּֽבְךְּ,2
וַיַּ֛עַן,1
הִנֵּ֞ה,1
מִשְׁמַנֵּ֤י,1
מֽוֹשָׁבֶ֔ךָ,2
וּמִטַּ֥ל,1
מֵעָֽל,1
חַרְבְּךָ֣,1
תִֽחְיֶ֔ה,1
תַּעֲבֹ֑ד,1
תָּרִ֔יד,1
וּפָרַקְתָּ֥,1
עֻלּ֖וֹ,1
צַוָּארֶֽךָ,1
וַיִּשְׂטֹ֤ם,1
הַ֨בְּרָכָ֔ה,1
יִקְרְבוּ֙,1
יְמֵי֙,6
אֵ֣בֶל,1
וְאַֽהַרְגָ֖ה,1
אָחִֽי,1
וַיֻּגַּ֣ד,1
לְרִבְקָ֔ה,1
דִּבְרֵ֥י,14
בְּנָ֣הּ,2
הַגָּדֹ֑ל,3
וַתִּשְׁלַ֞ח,1
לְיַעֲקֹב֙,3
הַקָּטָ֔ן,1
מִתְנַחֵ֥ם,1
לְהׇרְגֶֽךָ,1
וְק֧וּם,1
בְּרַח,2
חָרָֽנָה,2
וְיָשַׁבְתָּ֥,2
יָמִ֣ים,5
אֲחָדִ֑ים,1
תָּשׁ֖וּב,1
חֲמַ֥ת,2
שׁ֨וּב,1
אַף,16
אָחִ֜יךָ,4
מִמְּךָ֗,1
וְשָׁכַח֙,1
לּ֔וֹ,6
וְשָׁלַחְתִּ֖י,1
וּלְקַחְתִּ֣יךָ,1
מִשָּׁ֑ם,5
לָמָ֥ה,2
אֶשְׁכַּ֛ל,1
שְׁנֵיכֶ֖ם,1
קַ֣צְתִּי,1
בְחַיַּ֔י,1
לֹקֵ֣חַ,2
יַ֠עֲקֹב,2
אִשָּׁ֨ה,2
מִבְּנֽוֹת,1
חֵ֤ת,1
כָּאֵ֨לֶּה֙,1
מִבְּנ֣וֹת,3
וַיְצַוֵּ֨הוּ֙,1
תִקַּ֥ח,4
מִבְּנ֥וֹת,3
ק֥וּם,3
לֵךְ֙,1
פַּדֶּ֣נָֽה,3
אֲרָ֔ם,3
בֵּ֥יתָה,4
בְתוּאֵ֖ל,1
וְקַח,1
לָבָ֖ן,13
אִמֶּֽךָ,1
וְאֵ֤ל,1
שַׁדַּי֙,5
יְבָרֵ֣ךְ,1
אֹֽתְךָ֔,5
וְיַפְרְךָ֖,1
וְיַרְבֶּ֑ךָ,1
וְהָיִ֖יתָ,3
לִקְהַ֥ל,1
עַמִּֽים,2
בִּרְכַּ֣ת,2
וּלְזַרְעֲךָ֣,1
לְרִשְׁתְּךָ֙,1
מְגֻרֶ֔יךָ,1
וַיֵּ֖לֶךְ,10
וְעֵשָֽׂו,1
בֵרַ֣ךְ,1
וְשִׁלַּ֤ח,1
לָקַֽחַת,1
אִשָּׁ֑ה,5
בְּבָרֲכ֣וֹ,1
אֹת֔וֹ,37
וַיְצַ֤ו,7
עָלָיו֙,17
פַּדֶּ֥נָֽה,1
רָע֖וֹת,1
בְּעֵינֵ֖י,4
יִשְׁמָעֵ֑אל,1
וַיִּקַּ֡ח,1
מָחֲלַ֣ת,1
יִשְׁמָעֵ֨אל,1
אֲח֧וֹת,3
נְבָי֛וֹת,1
נָשָׁ֖יו,3
מִבְּאֵ֣ר,2
וַיִּפְגַּ֨ע,1
בַּמָּק֜וֹם,1
וַיָּ֤לֶן,1
בָ֣א,2
הַשֶּׁ֔מֶשׁ,6
וַיִּקַּח֙,4
מֵאַבְנֵ֣י,1
הַמָּק֔וֹם,6
וַיָּ֖שֶׂם,2
מְרַֽאֲשֹׁתָ֑יו,1
וַיִּשְׁכַּ֖ב,1
בַּמָּק֥וֹם,1
הַהֽוּא,9
וַֽיַּחֲלֹ֗ם,1
סֻלָּם֙,1
מֻצָּ֣ב,1
אַ֔רְצָה,3
וְרֹאשׁ֖וֹ,1
מַגִּ֣יעַ,1
הַשָּׁמָ֑יְמָה,2
מַלְאֲכֵ֣י,1
עֹלִ֥ים,1
וְיֹרְדִ֖ים,1
נִצָּ֣ב,3
עָלָיו֮,3
וַיֹּאמַר֒,2
וֵאלֹהֵ֖י,2
שֹׁכֵ֣ב,2
עָלֶ֔יהָ,10
לְךָ֥,9
אֶתְּנֶ֖נָּה,1
וּלְזַרְעֶֽךָ,1
וּפָרַצְתָּ֛,1
יָ֥מָּה,1
וָקֵ֖דְמָה,1
וְצָפֹ֣נָה,1
וָנֶ֑גְבָּה,1
וְנִבְרֲכ֥וּ,1
בְךָ֛,2
הָאֲדָמָ֖ה,4
וּבְזַרְעֶֽךָ,1
אָנֹכִ֜י,7
עִמָּ֗ךְ,2
וּשְׁמַרְתִּ֨יךָ֙,1
בְּכֹ֣ל,2
תֵּלֵ֔ךְ,1
וַהֲשִׁ֣בֹתִ֔יךָ,1
אֶֽעֱזָבְךָ֔,1
וַיִּיקַ֣ץ,1
יַעֲקֹב֮,1
מִשְּׁנָתוֹ֒,1
אָכֵן֙,1
יָדָֽעְתִּי,1
וַיִּירָא֙,1
נּוֹרָ֖א,1
אֵ֣ין,15
זֶ֗ה,3
הָאֶ֨בֶן֙,3
שָׂ֣ם,3
מְרַֽאֲשֹׁתָ֔יו,1
וַיָּ֥שֶׂם,10
מַצֵּבָ֑ה,2
וַיִּצֹ֥ק,2
שֶׁ֖מֶן,3
רֹאשָֽׁהּ,1
וְאוּלָ֛ם,1
ל֥וּז,1
לָרִאשֹׁנָֽה,1
וַיִּדַּ֥ר,1
נֶ֣דֶר,4
יִהְיֶ֨ה,11
עִמָּדִ֗י,1
וּשְׁמָרַ֨נִי֙,1
בַּדֶּ֤רֶךְ,1
אָנֹכִ֣י,8
הוֹלֵ֔ךְ,1
וְנָֽתַן,2
לֶ֛חֶם,3
לֶאֱכֹ֖ל,1
וּבֶ֥גֶד,1
לִלְבֹּֽשׁ,1
וְשַׁבְתִּ֥י,1
בְשָׁל֖וֹם,1
וְהָיָ֧ה,3
וְהָאֶ֣בֶן,1
הַזֹּ֗את,5
שַׂ֨מְתִּי֙,1
מַצֵּבָ֔ה,3
וְכֹל֙,9
עַשֵּׂ֖ר,1
אֲעַשְּׂרֶ֥נּוּ,1
רַגְלָ֑יו,3
וַיַּ֞רְא,3
בְאֵ֣ר,1
בַּשָּׂדֶ֗ה,2
שָׁ֞ם,1
שְׁלֹשָׁ֤ה,6
עֶדְרֵי,1
רֹבְצִ֣ים,1
הַבְּאֵ֣ר,1
יַשְׁק֖וּ,1
הָעֲדָרִ֑ים,1
וְהָאֶ֥בֶן,1
גְּדֹלָ֖ה,1
פִּ֥י,17
הַבְּאֵֽר,2
וְנֶאֶסְפוּ,1
שָׁ֣מָּה,3
הָעֲדָרִ֗ים,1
וְגָלֲל֤וּ,1
פִּ֣י,19
הַבְּאֵ֔ר,2
וְהִשְׁק֖וּ,1
הַצֹּ֑אן,4
וְהֵשִׁ֧יבוּ,1
הָאֶ֛בֶן,1
לִמְקֹמָֽהּ,1
מֵאַ֣יִן,2
אַתֶּ֑ם,4
מֵחָרָ֖ן,1
הַיְדַעְתֶּ֖ם,1
לָבָ֣ן,3
נָח֑וֹר,1
יָדָֽעְנוּ,1
הֲשָׁל֣וֹם,1
שָׁל֔וֹם,1
רָחֵ֣ל,1
בִּתּ֔וֹ,2
בָּאָ֖ה,2
הַצֹּֽאן,6
הֵ֥ן,2
עֵ֖ת,1
הֵאָסֵ֣ף,1
הַמִּקְנֶ֑ה,1
הַשְׁק֥וּ,1
וּלְכ֥וּ,1
וַיֹּאמְרוּ֮,2
נוּכַל֒,1
עַ֣ד,10
יֵאָֽסְפוּ֙,1
הָ֣עֲדָרִ֔ים,1
וְגָֽלֲלוּ֙,1
הָאֶ֔בֶן,1
הַבְּאֵ֑ר,1
וְהִשְׁקִ֖ינוּ,1
עוֹדֶ֖נּוּ,1
מְדַבֵּ֣ר,1
עִמָּ֑ם,1
וְרָחֵ֣ל,1
בָּ֗אָה,1
הַצֹּאן֙,2
לְאָבִ֔יהָ,1
רֹעָ֖ה,1
וַיְהִ֡י,3
כַּאֲשֶׁר֩,7
רָאָ֨ה,1
רָחֵ֗ל,4
לָבָן֙,8
צֹ֥אן,6
וַיִּגַּ֣שׁ,1
וַיָּ֤גֶל,1
וַיַּ֕שְׁקְ,1
וַיִּשַּׁ֥ק,2
לְרָחֵ֑ל,1
וַיַּגֵּ֨ד,2
לְרָחֵ֗ל,1
אָבִ֨יהָ֙,3
וְכִ֥י,5
וַתָּ֖רׇץ,1
וַתַּגֵּ֥ד,1
לְאָבִֽיהָ,2
כִשְׁמֹ֨עַ,2
לָבָ֜ן,5
שֵׁ֣מַע,2
יַעֲקֹ֣ב,7
אֲחֹת֗וֹ,1
לִקְרָאתוֹ֙,2
וַיְחַבֶּק,1
וַיְנַשֶּׁק,1
וַיְבִיאֵ֖הוּ,1
וַיְסַפֵּ֣ר,2
לְלָבָ֔ן,3
לָבָ֔ן,9
עַצְמִ֥י,1
וּבְשָׂרִ֖י,1
חֹ֥דֶשׁ,4
יָמִֽים,18
לְיַעֲקֹ֔ב,7
הֲכִי,1
וַעֲבַדְתַּ֖נִי,1
חִנָּ֑ם,2
הַגִּ֥ידָה,1
מַּשְׂכֻּרְתֶּֽךָ,1
וּלְלָבָ֖ן,1
בָנ֑וֹת,2
הַגְּדֹלָה֙,2
לֵאָ֔ה,10
הַקְּטַנָּ֖ה,1
רָחֵֽל,2
וְעֵינֵ֥י,1
לֵאָ֖ה,5
רַכּ֑וֹת,1
וְרָחֵל֙,1
הָֽיְתָ֔ה,1
תֹּ֖אַר,1
וִיפַ֥ת,1
מַרְאֶֽה,2
רָחֵ֑ל,4
אֶֽעֱבׇדְךָ֙,1
בְּרָחֵ֥ל,1
בִּתְּךָ֖,2
הַקְּטַנָּֽה,1
לָבָ֗ן,3
ט֚וֹב,1
תִּתִּ֣י,1
אֹתָ֣הּ,3
מִתִּתִּ֥י,1
לְאִ֣ישׁ,5
אַחֵ֑ר,6
שְׁבָ֖ה,1
וַיַּעֲבֹ֧ד,1
בְּרָחֵ֖ל,1
וַיִּהְי֤וּ,2
בְעֵינָיו֙,1
כְּיָמִ֣ים,1
אֲחָדִ֔ים,1
בְּאַהֲבָת֖וֹ,1
אֹתָֽהּ,7
יַעֲקֹ֤ב,3
הָבָ֣ה,1
מָלְא֖וּ,1
יָמָ֑י,1
וְאָב֖וֹאָה,1
וַיֶּאֱסֹ֥ף,3
לָבָ֛ן,2
וַיַּ֥עַשׂ,21
מִשְׁתֶּֽה,1
בָעֶ֔רֶב,2
לֵאָ֣ה,1
בִתּ֔וֹ,2
וַיָּבֹ֖א,8
וַיִּתֵּ֤ן,5
זִלְפָּ֖ה,2
שִׁפְחָת֑וֹ,2
לְלֵאָ֥ה,1
בִתּ֖וֹ,2
שִׁפְחָֽה,1
לֵאָ֑ה,2
זֹּאת֙,2
בְרָחֵל֙,1
עָבַ֣דְתִּי,1
עִמָּ֔ךְ,13
רִמִּיתָֽנִי,1
יֵעָשֶׂ֥ה,4
כֵ֖ן,9
בִּמְקוֹמֵ֑נוּ,1
לָתֵ֥ת,10
הַבְּכִירָֽה,1
מַלֵּ֖א,1
שְׁבֻ֣עַ,2
וְנִתְּנָ֨ה,1
לְךָ֜,9
זֹ֗את,1
בַּעֲבֹדָה֙,1
תַּעֲבֹ֣ד,1
שֶֽׁבַע,5
שָׁנִ֥ים,2
אֲחֵרֽוֹת,2
יַעֲקֹב֙,17
וַיְמַלֵּ֖א,2
רָחֵ֥ל,2
בִּתּ֖וֹ,2
לְרָחֵ֣ל,3
בִּלְהָ֖ה,2
לְשִׁפְחָֽה,1
רָחֵ֔ל,6
רָחֵ֖ל,6
מִלֵּאָ֑ה,1
וַיַּעֲבֹ֣ד,1
שְׂנוּאָ֣ה,2
וַיִּפְתַּ֖ח,2
רַחְמָ֑הּ,1
וְרָחֵ֖ל,2
עֲקָרָֽה,1
וַתַּ֤הַר,2
לֵאָה֙,2
רְאוּבֵ֑ן,7
רָאָ֤ה,1
בְּעׇנְיִ֔י,1
יֶאֱהָבַ֥נִי,1
אִישִֽׁי,1
וַתַּ֣הַר,4
עוֹד֮,3
בֵּן֒,2
שָׁמַ֤ע,2
שִׁמְעֽוֹן,3
עַתָּ֤ה,1
הַפַּ֨עַם֙,3
יִלָּוֶ֤ה,1
אִישִׁי֙,1
אֵלַ֔י,14
לֵוִֽי,5
וַתַּ֨הַר,1
בֵּ֗ן,1
אוֹדֶ֣ה,1
קָרְאָ֥ה,2
יְהוּדָ֑ה,4
וַֽתַּעֲמֹ֖ד,1
מִלֶּֽדֶת,1
וַתְּקַנֵּ֥א,1
בַּאֲחֹתָ֑הּ,1
הָֽבָה,3
בָנִ֔ים,5
אַ֖יִן,2
מֵתָ֥ה,1
וַיִּֽחַר,12
אַ֥ף,4
בְּרָחֵ֑ל,1
הֲתַ֤חַת,1
מָנַ֥ע,1
מִמֵּ֖ךְ,1
פְּרִי,1
בָֽטֶן,1
אֲמָתִ֥י,1
בִלְהָ֖ה,1
בֹּ֣א,2
וְתֵלֵד֙,1
בִּרְכַּ֔י,1
וְאִבָּנֶ֥ה,1
מִמֶּֽנָּה,2
וַתִּתֶּן,1
בִּלְהָ֥ה,1
שִׁפְחָתָ֖הּ,1
בִּלְהָ֔ה,1
לְיַעֲקֹ֖ב,5
רָחֵל֙,4
דָּנַ֣נִּי,1
שָׁמַ֣ע,4
בְּקֹלִ֔י,2
וַתֵּ֕לֶד,1
שִׁפְחַ֣ת,3
בֵּ֥ן,6
שֵׁנִ֖י,2
נַפְתּוּלֵ֨י,1
נִפְתַּ֛לְתִּי,1
אֲחֹתִ֖י,1
יָכֹ֑לְתִּי,1
נַפְתָּלִֽי,1
עָמְדָ֖ה,1
מִלֶּ֑דֶת,1
וַתִּקַּח֙,1
זִלְפָּ֣ה,1
וַתֵּ֗לֶד,2
זִלְפָּ֛ה,2
לְיַעֲקֹ֥ב,1
גָ֑ד,4
גָּֽד,2
זִלְפָּה֙,1
בְּאׇשְׁרִ֕י,1
אִשְּׁר֖וּנִי,1
בָּנ֑וֹת,3
אָשֵֽׁר,1
וַיֵּ֨לֶךְ,2
רְאוּבֵ֜ן,3
קְצִיר,1
חִטִּ֗ים,1
וַיִּמְצָ֤א,1
דֽוּדָאִים֙,1
וַיָּבֵ֣א,2
אֹתָ֔ם,23
תְּנִי,1
מִדּוּדָאֵ֖י,1
בְּנֵֽךְ,1
הַמְעַט֙,1
קַחְתֵּ֣ךְ,1
אִישִׁ֔י,2
וְלָקַ֕חַת,1
גַּ֥ם,2
דּוּדָאֵ֖י,1
יִשְׁכַּ֤ב,2
עִמָּךְ֙,1
דּוּדָאֵ֥י,1
בְנֵֽךְ,1
וַיָּבֹ֨א,9
הַשָּׂדֶה֮,1
בָּעֶרֶב֒,1
וַתֵּצֵ֨א,1
לֵאָ֜ה,1
לִקְרָאת֗וֹ,1
אֵלַ֣י,3
תָּב֔וֹא,1
שָׂכֹ֣ר,1
שְׂכַרְתִּ֔יךָ,1
בְּדוּדָאֵ֖י,1
וַיִּשְׁכַּ֥ב,2
בַּלַּ֥יְלָה,2
וַתַּ֛הַר,1
לֵאָ֗ה,4
נָתַ֤ן,4
שְׂכָרִ֔י,1
שִׁפְחָתִ֖י,1
לְאִישִׁ֑י,1
יִשָּׂשכָֽר,2
בֵּן,1
שִׁשִּׁ֖י,1
זְבָדַ֨נִי,1
אֹתִי֮,1
זֵ֣בֶד,1
טוֹב֒,1
יִזְבְּלֵ֣נִי,1
שִׁשָּׁ֣ה,1
זְבֻלֽוּן,1
וְאַחַ֖ר,6
בַּ֑ת,2
דִּינָֽה,1
וַיִּשְׁמַ֤ע,6
רַחְמָֽהּ,1
אָסַ֥ף,1
חֶרְפָּתִֽי,1
וַתִּקְרָ֧א,1
יוֹסֵ֖ף,34
יֹסֵ֧ף,2
אַחֵֽר,2
יוֹסֵ֑ף,19
שַׁלְּחֵ֨נִי֙,1
וְאֵ֣לְכָ֔ה,1
מְקוֹמִ֖י,1
וּלְאַרְצִֽי,1
תְּנָ֞ה,1
נָשַׁ֣י,1
יְלָדַ֗י,1
עָבַ֧דְתִּי,1
אֹֽתְךָ֛,1
וְאֵלֵ֑כָה,1
יָדַ֔עְתָּ,6
עֲבֹדָתִ֖י,1
עֲבַדְתִּֽיךָ,1
מָצָ֥אתִי,3
בְּעֵינֶ֑יךָ,4
נִחַ֕שְׁתִּי,1
וַיְבָרֲכֵ֥נִי,1
בִּגְלָלֶֽךָ,1
נׇקְבָ֧ה,1
שְׂכָרְךָ֛,1
עָלַ֖י,4
וְאֶתֵּֽנָה,1
עֲבַדְתִּ֑יךָ,1
מִקְנְךָ֖,1
אִתִּֽי,2
כִּ֡י,7
מְעַט֩,1
הָיָ֨ה,2
לְפָנַי֙,2
וַיִּפְרֹ֣ץ,1
לָרֹ֔ב,1
אֹתְךָ֖,2
לְרַגְלִ֑י,1
מָתַ֛י,1
אֶֽעֱשֶׂ֥ה,5
לְבֵיתִֽי,1
אֶתֶּן,2
תִתֶּן,1
מְא֔וּמָה,4
תַּֽעֲשֶׂה,4
אָשׁ֛וּבָה,1
אֶרְעֶ֥ה,1
צֹֽאנְךָ֖,2
אֶשְׁמֹֽר,1
אֶֽעֱבֹ֨ר,1
צֹֽאנְךָ֜,1
הָסֵ֨ר,1
שֶׂ֣ה,1
נָקֹ֣ד,1
וְטָל֗וּא,1
שֶׂה,1
חוּם֙,1
בַּכְּשָׂבִ֔ים,2
וְטָל֥וּא,1
וְנָקֹ֖ד,1
בָּעִזִּ֑ים,1
שְׂכָרִֽי,1
וְעָֽנְתָה,1
בִּ֤י,1
צִדְקָתִי֙,1
בְּי֣וֹם,7
מָחָ֔ר,3
תָב֥וֹא,1
שְׂכָרִ֖י,1
כֹּ֣ל,11
אֵינֶנּוּ֩,1
נָקֹ֨ד,1
וְטָל֜וּא,1
בָּֽעִזִּ֗ים,1
וְחוּם֙,1
גָּנ֥וּב,1
הֵ֑ן,1
כִדְבָרֶֽךָ,2
וַיָּ֣סַר,1
בַּיּוֹם֩,1
הַה֨וּא,2
הַתְּיָשִׁ֜ים,1
הָֽעֲקֻדִּ֣ים,1
וְהַטְּלֻאִ֗ים,1
הָֽעִזִּים֙,1
הַנְּקֻדּ֣וֹת,1
וְהַטְּלֻאֹ֔ת,1
כֹּ֤ל,1
ח֖וּם,2
בַּכְּשָׂבִ֑ים,1
בְּיַד,23
בָּנָֽיו,3
וַיָּ֗שֶׂם,2
דֶּ֚רֶךְ,6
שְׁלֹ֣שֶׁת,7
יָמִ֔ים,15
בֵּינ֖וֹ,1
וְיַעֲקֹ֗ב,2
רֹעֶ֛ה,2
הַנּוֹתָרֹֽת,1
מַקַּ֥ל,1
לִבְנֶ֛ה,1
לַ֖ח,1
וְל֣וּז,1
וְעַרְמ֑וֹן,1
וַיְפַצֵּ֤ל,1
בָּהֵן֙,1
פְּצָל֣וֹת,1
לְבָנ֔וֹת,1
מַחְשֹׂף֙,1
הַלָּבָ֔ן,1
הַמַּקְלֽוֹת,1
וַיַּצֵּ֗ג,1
הַמַּקְלוֹת֙,1
פִּצֵּ֔ל,1
בָּרֳהָטִ֖ים,1
בְּשִֽׁקֲת֣וֹת,1
תָּבֹ֨אןָ,1
הַצֹּ֤אן,2
לִשְׁתּוֹת֙,1
וַיֵּחַ֖מְנָה,1
בְּבֹאָ֥ן,1
לִשְׁתּֽוֹת,3
וַיֶּחֱמ֥וּ,1
הַמַּקְל֑וֹת,1
וַתֵּלַ֣דְןָ,1
עֲקֻדִּ֥ים,3
נְקֻדִּ֖ים,3
וּטְלֻאִֽים,1
וְהַכְּשָׂבִים֮,1
הִפְרִ֣יד,1
וַ֠יִּתֵּן,2
פְּנֵ֨י,2
הַצֹּ֧אן,3
עָקֹ֛ד,1
בְּצֹ֣אן,1
וַיָּֽשֶׁת,1
עֲדָרִים֙,1
לְבַדּ֔וֹ,1
שָׁתָ֖ם,1
לָבָֽן,1
יַחֵם֮,1
הַצֹּ֣אן,1
הַמְקֻשָּׁרוֹת֒,1
וְשָׂ֨ם,1
יַעֲקֹ֧ב,1
הַמַּקְל֛וֹת,1
לְעֵינֵ֥י,5
בָּרֳהָטִ֑ים,1
לְיַחְמֵ֖נָּה,1
בַּמַּקְלֽוֹת,1
וּבְהַעֲטִ֥יף,1
יָשִׂ֑ים,1
הָעֲטֻפִים֙,1
וְהַקְּשֻׁרִ֖ים,1
וַיִּפְרֹ֥ץ,1
הָאִ֖ישׁ,3
מְאֹ֣ד,1
רַבּ֔וֹת,1
וּשְׁפָחוֹת֙,1
וַעֲבָדִ֔ים,1
וַיִּשְׁמַ֗ע,2
דִּבְרֵ֤י,2
לְאָבִ֑ינוּ,1
וּמֵאֲשֶׁ֣ר,1
לְאָבִ֔ינוּ,1
עָשָׂ֕ה,3
הַכָּבֹ֖ד,1
אֵינֶנּ֛וּ,1
כִּתְמ֥וֹל,1
שִׁלְשֽׁוֹם,2
שׁ֛וּב,1
אֲבוֹתֶ֖יךָ,1
וּלְמוֹלַדְתֶּ֑ךָ,1
וְאֶֽהְיֶ֖ה,1
וַיִּשְׁלַ֣ח,5
וּלְלֵאָ֑ה,1
צֹאנֽוֹ,2
לָהֶ֗ן,1
רֹאֶ֤ה,2
אֲבִיכֶ֔ן,1
אֵינֶ֥נּוּ,5
כִּתְמֹ֣ל,1
שִׁלְשֹׁ֑ם,2
וֵֽאלֹהֵ֣י,1
וְאַתֵּ֖נָה,1
יְדַעְתֶּ֑ן,1
כֹּחִ֔י,1
עָבַ֖דְתִּי,1
אֲבִיכֶֽן,1
וַאֲבִיכֶן֙,1
הֵ֣תֶל,1
בִּ֔י,2
וְהֶֽחֱלִ֥ף,1
מַשְׂכֻּרְתִּ֖י,2
עֲשֶׂ֣רֶת,2
מֹנִ֑ים,1
נְתָנ֣וֹ,1
לְהָרַ֖ע,1
כֹּ֣ה,3
יֹאמַ֗ר,2
נְקֻדִּים֙,1
שְׂכָרֶ֔ךָ,2
וְיָלְד֥וּ,2
נְקֻדִּ֑ים,1
עֲקֻדִּים֙,1
עֲקֻדִּֽים,1
וַיַּצֵּ֧ל,1
מִקְנֵ֥ה,1
אֲבִיכֶ֖ם,2
בְּעֵת֙,1
יַחֵ֣ם,1
וָאֶשָּׂ֥א,1
עֵינַ֛י,1
וָאֵ֖רֶא,2
בַּחֲל֑וֹם,1
הָֽעַתֻּדִים֙,2
הָעֹלִ֣ים,3
וּבְרֻדִּֽים,1
אֵלַ֜י,4
הָאֱלֹהִ֛ים,3
בַּחֲל֖וֹם,2
יַֽעֲקֹ֑ב,1
עֵינֶ֤יךָ,1
וּרְאֵה֙,3
